Id,Neighborhood,LotFrontage,LotArea,number of bedrooms,Street,Alley,OverallQual,OverallCond,Date,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,SquareFootage,Heating,HeatingQC,SaleType,SaleCondition,Price
1437,RL,60,9000,3,Pave,NA,4,6,1971,TA,No,ALQ,616,Unf,0,248,864,GasA,TA,WD,Normal,120500
1438,RL,96,12444,4,Pave,NA,8,5,2008,TA,Av,GLQ,1336,Unf,0,596,1932,GasA,Ex,New,Partial,394617
1439,RM,90,7407,3,Pave,NA,6,7,1957,TA,No,GLQ,600,Unf,0,312,912,GasA,TA,WD,Normal,149700
1440,RL,80,11584,3,Pave,NA,7,6,1979,TA,No,GLQ,315,Rec,110,114,539,GasA,TA,WD,Normal,197000
1441,RL,79,11526,2,Pave,NA,6,7,1922,TA,No,Unf,0,Unf,0,588,588,GasA,Fa,WD,Normal,191000
1442,RM,NA,4426,2,Pave,NA,6,5,2004,TA,Av,GLQ,697,Unf,0,151,848,GasA,Ex,WD,Normal,149300
1443,FV,85,11003,3,Pave,NA,10,5,2008,TA,Av,GLQ,765,Unf,0,252,1017,GasA,Ex,WD,Normal,310000
1444,RL,NA,8854,3,Pave,NA,6,6,1916,TA,No,Unf,0,Unf,0,952,952,Grav,Fa,WD,Normal,121000
1445,RL,63,8500,3,Pave,NA,7,5,2004,TA,Av,Unf,0,Unf,0,1422,1422,GasA,Ex,WD,Normal,179600
1446,RL,70,8400,2,Pave,NA,6,5,1966,TA,Gd,LwQ,187,Rec,627,0,814,GasA,Gd,WD,Normal,129000
1447,RL,NA,26142,3,Pave,NA,5,7,1962,TA,No,Rec,593,Unf,0,595,1188,GasA,TA,WD,Normal,157900
1448,RL,80,10000,3,Pave,NA,8,5,1995,TA,No,GLQ,1079,Unf,0,141,1220,GasA,Ex,WD,Normal,240000
1449,RL,70,,4,Pave,NA,4,7,1910,TA,No,Unf,0,Unf,0,560,560,GasA,Gd,WD,Normal,112000
1450,RM,21,1533,1,Pave,NA,5,7,1970,TA,Av,GLQ,553,Unf,0,77,630,GasA,Ex,WD,Abnorml,92000
1451,RL,60,9000,3,Pave,NA,5,5,1974,TA,No,Unf,0,Unf,0,896,896,GasA,TA,WD,Normal,136000
1452,RL,78,9262,3,Pave,NA,8,5,2008,TA,No,Unf,0,Unf,0,1573,1573,GasA,Ex,New,Partial,287090
1453,RM,35,3675,3,Pave,NA,5,5,2005,TA,Gd,GLQ,547,Unf,0,0,547,GasA,Gd,WD,Normal,145000
1454,RL,90,17217,3,Pave,NA,5,5,2006,TA,No,Unf,0,Unf,0,1140,1140,GasA,Ex,WD,Abnorml,84500
1455,FV,62,7500,3,Pave,Pave,7,5,2004,TA,No,GLQ,410,Unf,0,811,1221,GasA,Ex,WD,Normal,185000
1456,RL,62,7917,3,Pave,NA,6,5,1999,TA,No,Unf,0,Unf,0,953,953,GasA,Ex,WD,Normal,175000
1457,RL,85,13175,4,Pave,NA,6,6,1978,TA,No,ALQ,790,Rec,163,589,1542,GasA,TA,WD,Normal,210000
1458,RL,66,9042,3,Pave,NA,7,9,1941,Gd,No,GLQ,275,Unf,0,877,1152,GasA,Ex,WD,Normal,266500
1459,RL,68,,3,Pave,NA,5,6,1950,TA,Mn,GLQ,49,Rec,1029,0,1078,GasA,Gd,WD,Normal,142125
1460,RL,75,9937,,Pave,NA,5,6,1965,TA,No,BLQ,830,LwQ,290,136,1256,GasA,Gd,WD,Normal,147500
